0,3.58,0
100,0.21,0
201,0.03,0
302,3.58,0
402,3.58,0
502,0.04,0
604,0.03,0
704,3.58,0
804,1.77,0
906,0.03,0
1006,3.58,0
1106,3.58,0
1208,0.06,0
1308,0.03,0
1409,3.58,0
1509,3.58,0
1610,0.03,0
1711,0.03,0
1811,3.58,0
1912,0.16,0
2013,0.03,0
2113,3.58,0
2214,3.58,0
2315,0.04,0
2415,0.03,0
2516,3.58,0
2617,3.71,0
2717,0.03,0
2819,3.57,0
2919,3.58,0
3019,0.06,0
3121,0.03,0
3221,3.58,0
3321,3.58,0
3423,0.03,0
3523,3.47,0
3623,3.58,0
3725,0.11,0
3825,0.03,0
3926,3.58,0
4027,3.58,0
4127,0.04,0
4228,0.03,0
4329,3.58,0
4429,0.76,0
4530,0.03,0
4631,3.58,0
4731,3.58,0
4832,0.05,0
4933,0.03,0
5033,3.58,0
5134,3.58,0
5235,0.03,0
5336,3.54,0
5436,3.58,0
5537,0.09,0
5638,0.03,0
5738,3.58,0
5839,3.58,0
5940,0.04,0
6040,0.03,0
6141,3.58,0
6242,0.48,0
6342,0.03,0
6443,3.58,0
6544,3.58,0
6644,0.05,0
6745,0.03,0
6846,3.58,0
6946,3.57,0
7047,0.03,0
7148,3.46,0
7248,3.58,0
7349,0.10,0
7450,0.03,0
7550,3.58,0
7651,3.58,0
7752,0.05,0
7853,0.03,0
7953,3.58,0
8054,3.58,0
8155,0.04,0
8255,0.03,0
8356,3.58,0
8457,2.95,0
8557,0.03,0
8658,3.57,0
8759,3.58,0
8859,0.08,0
8961,0.03,0
9061,3.58,0
9161,3.58,0
9263,0.04,0
9363,0.03,0
9463,3.58,0
9565,0.42,0
9665,0.03,0
9765,3.58,0
9867,3.58,0
9967,0.06,0
10067,0.03,0
10169,3.58,0
10269,3.58,0
10370,0.03,0
10471,0.03,0
10571,3.58,0
10672,0.20,0
10773,0.03,0
10873,3.58,0
10975,3.58,0
11075,0.04,0
11175,0.03,0
11277,3.58,0
11377,3.58,0
11478,0.03,0
11579,3.41,0
11679,3.58,0
11781,0.64,0
11881,0.03,0
11981,3.58,0
12083,3.58,0
12183,0.06,0
12283,0.02,0
12385,3.58,0
12485,3.57,0
12587,0.03,0
12687,3.55,0
12787,3.58,0
12889,0.07,0
12989,0.03,0
13089,3.58,0
13191,3.57,0
13291,0.03,0
13391,3.21,0
13493,3.58,0
13593,0.14,0
13694,0.03,0
13795,3.57,0
13895,3.58,0
13997,0.06,0
14097,0.03,0
14197,3.58,0
14299,3.57,0
14399,0.03,0
14500,3.17,0
14601,3.57,0
14701,0.12,0
14802,0.03,0
14903,3.58,0
15003,3.57,0
15105,0.04,0
15205,0.02,0
15306,3.58,0
15407,3.57,0
15507,0.03,0
15608,2.73,0
15709,3.58,0
15809,0.14,0
15910,0.03,0
16011,3.58,0
16112,3.57,0
16212,0.04,0
16313,0.03,0
16414,3.58,0
16515,3.57,0
16615,0.03,0
16716,3.56,0
16817,3.57,0
16917,0.08,0
17018,0.03,0
17119,3.58,0
17220,3.57,0
17320,0.03,0
17421,0.03,0
17522,3.58,0
17623,0.31,0
17723,0.03,0
17824,3.58,0
17925,3.57,0
18026,0.05,0
18126,0.03,0
18227,3.58,0
18328,3.57,0
18428,0.04,0
18529,0.03,0
18630,3.58,0
18731,0.29,0
18832,0.03,0
18932,3.58,0
19033,3.57,0
19134,0.05,0
19234,0.03,0
19335,3.58,0
19436,3.57,0
19536,0.03,0
19637,3.55,0
19738,3.57,0
19838,0.08,0
19940,0.03,0
20040,3.58,0
20141,3.57,0
20242,0.03,0
20342,0.03,0
20443,3.57,0
20544,0.15,0
20644,0.03,0
20746,3.57,0
20846,3.57,0
20946,0.05,0
21048,0.03,0
21148,0.03,0
21249,3.58,0
21350,0.17,0
21450,0.03,0
21552,3.58,0
21652,3.57,0
21752,0.05,0
21854,0.03,0
21954,3.58,0
22054,3.57,0
22156,0.03,0
22256,0.03,0
22356,3.57,0
22458,0.67,0
22558,0.03,0
22660,3.57,0
22760,3.57,0
22860,0.06,0
22962,0.03,0
23062,3.58,0
23162,3.57,0
23264,0.03,0
23364,3.55,0
23465,3.57,0
23566,0.08,0
23666,0.03,0
23768,3.57,0
23868,3.57,0
23968,0.03,0
24070,0.02,0
24170,3.58,0
24271,3.57,0
24372,0.03,0
24472,3.49,0
24573,3.57,0
24674,0.10,0
24774,0.03,0
24876,3.57,0
24976,3.57,0
25077,0.04,0
25178,0.02,0
25278,3.57,0
25379,0.36,0
25480,0.03,0
25580,3.57,0
25681,3.57,0
25782,0.05,0
25882,0.03,0
25984,3.57,0
26084,3.57,0
26185,0.03,0
26286,3.05,0
26386,3.57,0
26487,0.17,0
26588,0.03,0
26688,3.57,0
26789,3.57,0
26890,0.04,0
26991,0.03,0
27091,3.57,0
27192,3.57,0
27293,0.03,0
27394,3.57,0
27494,3.57,0
27595,0.06,0
27696,0.03,0
27797,3.57,0
27897,3.57,0
27998,0.03,0
28099,0.03,0
28199,3.57,0
28300,0.45,0
28401,0.03,0
28502,3.57,0
28602,3.57,0
28703,0.05,0
28804,0.03,0
28905,3.57,0
29005,3.57,0
29106,0.03,0
29207,0.03,0
29307,3.57,0
29408,0.57,0
29509,0.03,0
29609,3.57,0
29711,3.57,0
29811,0.06,0
29912,0.02,0
30013,3.57,0
30113,3.57,0
30214,0.03,0
30315,0.02,0
30415,3.57,0
30517,0.17,0

